work_zone,formal_employee_jobs,informal_employee,public_employee,independent_professional,self_employed,employer,family_business_owner,family_worker,total_jobs
188,5653.873169809654,1689.798153372957,767.4835942440067,271.280523685524,3689.814810641375,0,0,0,12072.250251753518
189,4572.828058872882,1844.55823924826,749.2701032426739,0,5233.467366682546,0,0,0,12400.123768046362
190,10992.907792473445,853.8276061873642,0,1003.0843867474408,4674.819585542968,434.074587741444,2093.759460714687,0,20052.473419407343
191,5614.633507796903,283.816837209369,524.216845770879,0,2141.3958342141127,0,0,0,8564.063024991263
192,2333.7322955917252,940.36537867797006,690.7153635261319,295.718816538697,5963.775072138242,0,616.3886651111479,919.3474922697188,11760.043083853634
193,2856.6230781286977,0,0,0,3048.6448718170104,0,0,0,5905.267949945708
194,1891.720742079668,1419.2035565051428,0,0,4178.574249516562,63.2773196401041,170.559871135979,170.559871135979,7893.8956100134355
195,8659.655353425827,85.3469374114321,0,245.275942448986,3958.962213283467,0,0,0,12949.240446569713
196,2568.600480315043,0,186.87690853256,0,3969.327800262531,0,0,0,6724.805189110134
197,4764.9140688605185,414.981537752789,966.4069973950234,187.466971686003,2735.967424418458,0,0,0,9069.737000112793
198,16223.613666009716,2286.1950102161027,1555.599149328266,556.4033622595551,4241.081476514961,137.184800755393,161.679927535304,0,25161.7573926193
199,6202.428492454633,1369.278252355786,358.511543624135,395.624456535609,15367.110140767933,0,0,0,23692.952885738097
200,2098.2651112674557,150.643472446479,744.337928400928,0,1997.6938631404068,0,0,0,4990.94037525527
201,4565.948343325223,0,603.328618653483,0,6649.994388505652,0,165.880766005131,0,11985.152116489488
202,3841.722756625851,468.049980671536,1156.6437027047568,636.8823051006231,9424.672189394842,550.019355524892,0,0,16077.9902900225
203,1647.5783937412357,934.478399283448,0,0,8171.906934555547,0,858.1590105084899,0,11612.12273808872
204,12038.180886004717,3175.555648687254,1734.875267792538,525.487783746318,13182.759938629148,411.78574866670493,1070.0572752927187,535.335441575695,32674.037990395092
205,6343.407244702237,618.510349866659,1592.4316216786492,501.336695829018,11427.832564233277,0,1663.26764377998,1067.138453351304,23213.924573441123
206,7175.999825562704,2708.997932958964,896.6390360118694,92.5735335961472,7477.477039866533,120.79115976349392,100.779111794297,0,18573.257639554013
207,9594.202218911472,0,160.854026070435,59.8953379442162,7663.992563278968,0,0,0,17478.944146205093
208,21121.10314192212,2227.5545090367837,123.131232312463,2105.72402022031,9112.46751755615,440.5915064169171,687.4623123476313,71.5061425468773,35889.54038235925
209,7787.921972439376,1100.3869699586949,483.95370093180463,0,7732.5974693176195,0,1112.562297749976,0,18217.42241039747
210,14333.335050922688,126.62086721710888,543.9686045030896,408.27410948617694,6508.716121323521,0,203.82443747913345,151.408524740322,22276.14771567204
211,7415.649311086909,194.411172173011,1197.68675801485,0,8346.579894836133,988.355594606547,0,0,18142.68273071745
212,6797.752077598841,918.9134431991031,0,1037.01845641459,8220.70531376891,1198.249794031842,365.514642240679,726.218374116548,19264.37210137051
213,10175.438072292893,2541.1446262142026,922.4401775668708,287.851237780169,10488.90214150436,0,276.654618711066,0,24692.430874069563
214,9162.487347051245,656.188176624384,177.120066413113,508.069301713284,6004.515609653477,933.2791805569099,0,0,17441.659682012414
215,9711.862955954595,2711.0694344897083,540.34906377766,479.739301166888,4967.2719626966245,0,0,142.907764514736,18553.200482600212
216,3392.769572114464,1158.4256244497,947.3451164700364,31.0869410938341,6868.6161511172595,595.5453494802373,0,0,12993.78875472553
217,4549.113426377776,93.3316098545191,0,240.771516998073,3503.807517801929,0,89.2352800918059,303.9576728127139,8780.217023936817
218,8510.263209662317,766.5523297892311,490.741737598456,0,4761.589143499037,753.380120268672,50.7389228612137,0,15333.265463678928
219,1583.5384764612088,257.533172434378,0,1587.0883482658892,6516.749053710532,0,0,0,9944.909050872007
220,4658.801481328495,702.059720192157,0,100.370062696859,4206.571226867606,0,0,0,9667.802491085118
221,11354.496981909688,1317.489895117677,142.484394576186,818.2240905818802,10439.074254019855,348.8732564702,0,0,24420.64287267549
222,8472.52564029225,0,1144.1970129227493,1014.3056817524408,6619.594927801574,0,130.945062877467,0,17381.56832564648
223,5360.074846326723,1268.05310808337,0,448.007869986376,2585.220754228445,0,0,0,9661.356578624913
224,1354.148231975007,0,0,0,0,0,0,0,1354.148231975007
