destination_zone,industry_work,commerce_work,services_work,education,shopping,health,leisure,job_search,personal_business,meal,total
494,8030.9918498662528,10728.966416632273,31056.667853517236,68910.356313494922,3988.4057399077888,3272.0133576733983,4870.7583148224921,0,6486.6736492877262,645.79820981325122,137990.63170501534
495,8479.563542834625,14023.600181481506,30011.559610446508,45357.308894828871,7378.2849971450687,8458.708122102209,4893.9416464081123,0,9899.8884714424876,0,128502.8554666894
496,4566.6577666381745,9926.8185207118277,24223.597167974931,25936.732074301279,2931.4345560186048,2481.1491360116165,4851.4929363987421,600.42091168482114,10803.04989550065,0,86321.35296524066
497,9524.8961420773558,6014.3057594168995,11824.554594811329,20581.151012411541,2930.3916519564159,2329.417396676587,2879.3436008629387,770.95215431342865,1241.4791760505404,0,58096.49148857703
498,4873.5400759427757,8385.0581686068799,11991.0065864305,30617.630471778855,5056.057971018311,640.71579193396201,1055.0343445995563,0,3995.7422302221535,0,66614.785640533
499,4895.0680579429682,10998.596388295744,37315.014896709858,14186.595425310359,5246.0912920683095,8494.8001557864136,854.5629049001011,1781.3707419184134,4783.0598755515803,979.27773449268602,89534.43747297641
500,1117.8903229398609,9209.9845225891841,22890.007532102441,24796.369560637952,4837.6758637674175,718.82236510271673,2804.9217188987159,0,4058.7687068222572,398.67691556128682,70833.11750842183
501,2709.0537310059731,4784.8560370731557,15807.911032341814,24345.022908543273,4192.7882242105989,1479.8529778300281,5909.4292599301798,0,3230.7793331959583,532.55156176823141,62992.24506589921
502,2006.1851704046348,6645.0942609296171,45458.899710300422,41453.145743790956,3858.8856570327594,5110.3504358869659,2293.6689284629779,0,7083.9499816120915,348.88732928599819,114259.06721770644
503,3347.0257087252357,6881.3108693317927,11687.081171626915,17338.463745632398,604.39384221083014,1090.880810948013,549.77060750269993,0,318.35778274376787,0,41817.28453872166
504,3215.9705844560517,5135.3125769341805,30938.642494122076,49260.760135944933,503.29657585757673,1114.5361949113317,1162.1758278428792,0,136.53666352600365,0,91467.23105359502
505,2869.8063191539145,11174.858387544951,35716.597644712681,66770.726963655121,0,1105.4300220504454,4319.3682021217801,317.26685642825811,524.85423359277854,0,122798.90862925994
506,3099.2775612701371,10585.318927908045,22730.972867400324,47086.317795158218,8587.6104869390729,1372.4739324724048,1307.3241478174812,0,9158.6633391310825,392.39918411408536,104320.35824221084
507,1254.2655769957091,1420.7903652883829,9849.8533514876162,6758.690863066905,938.24570267785487,475.07409542633934,310.78789267203302,0,333.75330451041179,0,21341.46115212525
508,3809.38736798525,3598.3143747823192,14025.252788875867,7472.3147064959003,1460.6762713945461,407.26806430006826,2063.9592403850834,0,847.35124943630944,748.33177874895421,34432.8558424043
509,4736.8407507327265,9363.3805456725004,32854.282460370865,53764.886206260424,3599.6883611943804,1962.3349532390589,1084.6549378814984,223.86650291252894,6498.0885320737061,95.185369070212985,114183.20861940787
510,4693.5809432849765,6376.737539164742,17768.180332196007,26627.172650838475,509.02281111224852,3257.8852237930869,335.6314927739715,0,1266.8211522638396,0,60835.03214542734
511,2302.342658787371,8081.1324677832481,25532.70004262661,20435.659513280687,3408.1895707583212,2099.8991637752479,2249.1906946647955,1739.8514996409363,237.87738706888808,0,66086.84299838611
512,9492.4630780705047,7410.0268835842253,13572.279984302822,12692.100554184632,521.2934646559354,391.69348511585406,88.204265825046107,288.17480732437929,1167.3240902002703,0,45623.56061326367
513,8885.6504310885339,465.9951358507401,6673.1439452133191,8034.2335262068073,66.627690031982979,561.23335842393567,577.07016966062042,0,560.05443030511833,0,25824.008686781057
514,16002.455801499107,5087.6940205419687,30501.877524528605,46285.024930749067,5977.1008229726149,625.87327340939817,9330.8507848582722,0,5431.4292504756604,0,119242.30640903467
515,883.2368908979804,827.68921596284542,3286.2041029313773,5088.9144842198166,575.92188420032267,180.58263298626341,188.15839587664462,0,234.90882338691441,0,11265.616430462163
516,6036.2730856038997,4649.3261675393305,25325.594224010234,24814.287050552684,2464.5717885617751,327.41993336442584,2298.654398292138,0,2625.7808964225101,383.2017442650785,68925.10928861209
517,14765.972054234016,4046.4596470000843,16412.819595988272,15839.949809619593,1980.5591082613037,1741.5577742142709,1111.9834079908044,983.19284019358429,2019.2696149957699,0,58901.7638524977
518,20906.934006511085,15538.516336113973,53437.836969777702,54960.311551667568,8205.229698454863,2397.4669219582065,5782.8794409423808,0,15227.110327342447,1087.8306377220931,177544.11589049033
519,1071.6902497095489,47.647277424557473,2666.2158041789439,3448.4376005723657,444.31018461018726,1231.2383573054599,0,0,698.408468815486,0,9607.947942616547
520,0,0,118.84594415878489,0,0,872.64418418039486,0,0,0,0,991.4901283391797
521,6265.4603289469424,3928.9921957773568,17565.86898567533,9306.5294004533498,336.40327313122424,2769.328996932732,38.534349691736892,983.19284019358429,2805.8968389000497,0,44000.20720970231
522,14615.012465347927,3240.220428304392,25878.424441650473,31577.189153129144,5782.944200920706,239.50351913946216,1796.2763935459745,0,2353.4941778156281,0,85483.06477985371
523,365.8619205105141,0,2206.0436033367087,3794.5977287893479,438.70858928458154,93.889054659420026,776.67357613621311,0,384.64342480947317,0,8060.417897526259
524,7732.110760178959,8539.1814413232241,34140.271225153818,87073.661609993491,2602.3580861202504,1253.4882149665243,10128.803925623202,0,8139.730279339441,0,159609.60554269893
525,19576.56210468851,7001.5654571078448,40997.056469262629,99104.057887785006,7561.7301077788743,9218.2546967112085,5548.8702920885071,0,1800.4433149727961,0,190808.5403303954
526,27830.116697353289,14631.983297141476,63427.314336608819,109213.19536411404,2783.2891923296597,2751.5782432224069,3855.3469068987374,0,4040.0806831732261,0,228532.90472084167
527,1525.8972872155678,1013.5363298829566,6329.5360433029282,18956.248578552546,86.413162098008755,1445.5320795541591,242.19360226373408,0,876.05938084129855,0,30475.4164637112
