residence_zone,income_up_to_2640,income_2640_5280,income_5280_10560,income_10560_15840,income_above_15840,total
188,4045.1754945700959,13869.944621194034,6672.0630010330115,4000.995471394278,178.8214118085892,28767.000000000007
189,9654.7251523058203,25308.691251433876,12621.429644369851,2320.1539518904769,0,49905.00000000003
190,1723.6294861788708,7582.9560854033889,22238.476575073426,2767.8296429151455,1994.1082104291759,36307.00000000001
191,-,-,-,-,-,0
192,11691.23333293705,13604.592441020404,8587.2393589390795,2102.1745525930783,1837.7603145103801,37822.999999999985
193,4327.7202179399128,14152.179891554026,6292.8241660306103,398.27572447544696,0,25170.999999999993
194,4579.9347809302953,13904.226227494688,7511.8935267383486,611.94546483667193,0,26608.000000000007
195,747.02097551427198,20357.351414448523,17867.516130773914,1416.1114792632743,0,40387.999999999985
196,9972.6356379830904,9602.4506497256334,12682.587372849915,1342.3263394413545,0,33599.99999999999
197,2786.9180111949267,6412.8366407142375,12463.712682203735,163.661516552411,1567.871149334688,23395.000000000004
198,6730.7934578291188,8687.5430379702138,9173.6802474966626,1127.5914541230982,309.39180258089402,26028.999999999985
199,5008.5593491852096,73758.542402591949,19321.203923373407,1545.6943248493872,0,99633.99999999996
200,12036.860284339538,15673.010750553231,4908.7171808569165,371.41178425033274,0,32990.00000000002
201,7357.4059113050898,29136.172118807215,25181.2258922324,7454.1960776553387,0,69129.00000000003
202,16187.406676824339,33951.011482733375,22676.366296714274,584.06008900689301,1640.155454721091,75038.99999999997
203,5033.5083346174843,33119.313105678426,14093.012750532094,810.16580917198098,0,53055.999999999985
204,51250.878200367762,41196.809524986384,22972.312274645818,0,0,115419.99999999996
205,16290.665976848191,64010.459644174531,17207.874378977343,0,0,97509.00000000006
206,9127.7207349874516,18085.808473829158,10705.829515506202,0,1522.6412756771758,39441.999999999985
207,24353.462810909732,37484.720354455865,11606.816834634436,0,0,73445.00000000003
208,1847.8523374801396,7560.7033782788758,25486.798453206429,4878.6999501527689,5377.9458808817735,45151.999999999985
209,1709.6097851573691,11884.348921201594,18555.925654946604,5101.4635049240824,4090.6521337703753,41342.00000000002
